imageID;text densities;Histogram of windows with text densitites b/w 0:0.1:1;threshold;windows greater than threshold;largest connected window (no. of windows);largest connected window in pixels;The average size of connected regions;
38LYNH3Q4ODLGFNEHSAP2J87XNZMGY.png;0.2031,0.1698,0.1351,0.4657,0.0000,0.0000,0.0234,0.1522,0.1869,0.0515,0.0736,0.0190,0.0000,0.3240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;4,5,0,1,1,0,0,0,0,0,0,;0.1640;5;3;273000;2.50;
38LYNH3Q5PUFYTLC9WG1VAJL0LTGM5.png;0.0252,0.1389,0.2279,0.2602,0.0888,0.1250,0.1508,0.3881,0.2715,0.2782,0.1091,0.2059,0.2514,0.0497,0.1166,0.0116,0.0000,0.3610,0.0000,0.2286,0.1286,0.1673,0.0000,0.2378,0.0000,0.2442,0.1262,0.0000,0.0000,0.0771,0.0000,0.0050,0.0408,0.0000,0.0000,0.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,9,8,2,0,0,0,0,0,0,0,;0.1639;12;6;546000;4.00;
38MNOT6KWIG21RX6PKH1YJB8VKDT05.png;0.2940,0.1706,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;0,1,1,0,0,0,0,0,0,0,0,;0.2323;1;1;91000;1.00;
38MNOT6KWIG21RX6PKH1YJB8VKDT05_1.png;0.2502,0.6638,0.5437,0.5991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;0,0,1,0,0,2,1,0,0,0,0,;0.5142;3;3;273000;3.00;
38MNOT6KWIG21RX6PKH1YJB8VKDT05_2.png;0.3299,0.4322,0.2654,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;0,0,1,1,1,0,0,0,0,0,0,;0.3425;1;1;91000;1.00;
38NH2CI7ROPJ1MAJ3F139HJ5CPPVU5.png;0.2438,0.0529,0.1964,0.0484,0.4435,0.4064,0.1947,0.3824,0.0474,0.0573,0.0000,0.0000,0.0000,0.0000,0.1866,0.0511,0.0000,0.0022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4023,0.0000,0.1104,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0758,0.0000,0.0000,0.0161,0.0000,0.0000,0.0000,;7,4,1,3,1,0,0,0,0,0,0,;0.1716;8;6;546000;4.00;
38NH2CI7SPCMWUJ4T62C2GD654VVUY.png;0.1794,0.0114,0.0000,0.0109,0.0105,0.0109,0.0062,0.0040,0.0120,0.0101,0.0114,0.0101,0.0114,0.0101,0.0114,0.0101,0.0106,0.0641,0.0000,0.0553,0.0077,0.0412,0.0000,0.0318,0.0000,0.0547,0.0142,0.0641,0.0000,0.0547,0.0000,0.0559,0.0142,0.0609,0.0000,0.0134,0.0000,0.0000,0.0146,0.0000,0.0000,0.0136,0.0000,0.0000,0.0133,0.0000,0.0000,0.0136,0.0000,0.0000,0.0134,;30,1,0,0,0,0,0,0,0,0,0,;0.0274;10;9;819000;5.00;
38VQ1AW9T5WCGLEK2ZAP9I6I4O826I.png;0.2452,0.0000,0.1338,0.0707,0.1239,0.0000,0.0040,0.0160,0.0609,0.1000,0.1009,0.0507,0.1260,0.1093,0.1278,0.1133,0.1063,0.1232,0.0000,0.1850,0.0000,0.0606,0.0000,0.0237,0.0000,0.0393,0.0000,0.0218,0.0000,0.0167,0.0000,0.0134,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;14,7,1,0,0,0,0,0,0,0,0,;0.0822;12;9;819000;6.00;
390EOHYPK4Q05K2TRHZ1W9N0LW8X3W.png;0.0943,0.0111,0.0202,0.0162,0.0000,0.0000,0.0029,0.0146,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0698,0.0000,0.1001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,0,0,0,0,0,0,0,0,0,0,;0.0411;3;1;91000;3.00;
39393HGTI5QMIY6JHIT1M5IIGWJEOF.png;0.4191,0.3760,0.2265,0.1145,0.2065,0.1580,0.1333,0.1214,0.1406,0.2177,0.1822,0.1801,0.1834,0.1735,0.1864,0.0000,0.0000,0.1138,0.0000,0.2076,0.0000,0.1664,0.0000,0.1619,0.0000,0.1832,0.1310,0.1774,0.0000,0.1752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;0,19,2,1,1,0,0,0,0,0,0,;0.1885;6;4;364000;3.00;
394TEHR260P29GUZO0UUQSDZ63O65J.png;0.2750,0.2464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;0,0,2,0,0,0,0,0,0,0,0,;0.2607;1;1;91000;1.00;
39PLFW4P2L2RPNN40J9QB1XCZ2O4HT.png;0.1404,0.1649,0.0559,0.0248,0.0392,0.0000,0.0096,0.0502,0.0249,0.0309,0.0136,0.0000,0.0221,0.0000,0.0000,0.0000,0.0106,0.0245,0.0000,0.0049,0.0145,0.0289,0.0000,0.0037,0.0000,0.0368,0.0175,0.0000,0.0000,0.0089,0.0000,0.0110,0.0505,0.0011,0.0000,0.0241,0.0000,0.0000,0.0020,0.0000,0.0000,0.0204,0.0000,0.0000,0.0595,0.0000,0.0000,0.0055,0.0000,0.0000,0.0435,;20,2,0,0,0,0,0,0,0,0,0,;0.0326;9;5;455000;4.50;
39UNKKTVDF8Y9H8JFO9U930XMBHYGJ.png;0.0237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,0,0,0,0,0,0,0,0,0,0,;0.0237;1;1;91000;1.00;
39UNKKTVDFFX9VEX2EW7RYBUQ2JGYD.png;0.0000,0.0902,0.3173,0.2368,0.3394,0.0829,0.1498,0.0000,0.0175,0.2890,0.1472,0.2103,0.0908,0.1151,0.0664,0.0813,0.0587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,4,3,2,0,0,0,0,0,0,0,;0.1533;6;3;273000;3.00;
39VNNFFKK59EW3XI1HP5P046ZAXXVP.png;0.0561,0.0429,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1299,0.0000,0.1282,0.0000,0.0000,0.0000,0.2670,0.0000,0.0185,0.0000,0.1324,0.0000,0.0815,0.0000,0.1006,0.0000,0.0484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;6,3,1,0,0,0,0,0,0,0,0,;0.1005;5;3;273000;2.50;
39Y8ZSVZWWM1XMK47AFGQNZOPQQVZE.png;0.1559,0.2003,0.0000,0.1428,0.1874,0.1200,0.0000,0.1347,0.3084,0.0000,0.0314,0.0568,0.1080,0.2766,0.1441,0.1386,0.1025,0.0024,0.0000,0.0000,0.0000,0.0942,0.0000,0.1342,0.0000,0.0547,0.0000,0.1082,0.0000,0.0643,0.0000,0.0776,0.0178,0.0322,0.0000,0.0868,0.0000,0.0000,0.0513,0.0000,0.0000,0.0722,0.0000,0.0000,0.0572,0.0000,0.0000,0.0495,0.0000,0.0000,0.0252,;17,9,2,0,0,0,0,0,0,0,0,;0.1047;13;7;637000;4.33;
39Y8ZSVZXXM4Z9DMIL8I9OJZBK9VZ6.png;0.0000,0.2082,0.4690,0.3123,0.1679,0.3498,0.0000,0.1225,0.1669,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0317,0.0856,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0098,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;2,4,0,2,1,0,0,0,0,0,0,;0.1924;4;4;364000;4.00;
3AA189Q6B51983MEFLORU493K7KMWE.png;0.0257,0.1901,0.2278,0.4172,0.0353,0.2250,0.0000,0.0000,0.0000,0.0308,0.0471,0.0981,0.0762,0.0283,0.0214,0.0000,0.0107,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;9,1,2,0,1,0,0,0,0,0,0,;0.1103;4;4;364000;4.00;
3AA189Q6B52Z6L7EV3NS06BHCKRWMY.png;0.0000,0.2006,0.1972,0.2120,0.0000,0.1483,0.2346,0.1317,0.1085,0.0281,0.0029,0.0000,0.1033,0.0000,0.0088,0.0296,0.0000,0.0884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;6,4,2,0,0,0,0,0,0,0,0,;0.1100;6;6;546000;6.00;
3AA189Q6C6N6C9XRHK508ZBLMH8WM3.png;0.0977,0.2366,0.2349,0.0143,0.0946,0.0000,0.0000,0.0000,0.0000,0.0727,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0384,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0267,0.0000,0.0531,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,0,2,0,0,0,0,0,0,0,0,;0.0966;3;3;273000;3.00;
3AA189Q6C6TLNJILLV2LOGYDJT7MWV.png;0.0154,0.0375,0.0283,0.0309,0.0187,0.0288,0.0160,0.0111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2548,0.0000,0.1526,0.0000,0.0548,0.0000,0.0000,0.0000,0.1668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;9,2,1,0,0,0,0,0,0,0,0,;0.0680;3;2;182000;1.50;
3AJ89545NQHYX91N7X3ADUYHKVTBEA.png;0.0407,0.1902,0.2807,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2843,0.0000,0.2691,0.0000,0.2429,0.0000,0.2089,0.0000,0.3928,0.0937,0.1697,0.0000,0.4391,0.0000,0.3753,0.0818,0.3355,0.0000,0.0421,0.0000,0.0000,0.0165,0.0000,0.0000,0.0122,0.0000,0.0000,0.1160,0.0000,0.0000,0.1192,0.0000,0.0000,0.0279,;7,5,4,3,1,0,0,0,0,0,0,;0.1869;10;8;728000;5.00;
3AJ89545NQRFJUS6JU65GFBBEJ7BEW.png;0.0478,0.3911,0.2492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2320,0.0000,0.1382,0.0000,0.0242,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;2,1,2,1,0,0,0,0,0,0,0,;0.1804;3;2;182000;1.50;
3AMAQJSW8I20H10ADEKNBNOAVRROI5.png;0.2013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;0,1,0,0,0,0,0,0,0,0,0,;0.2013;1;1;91000;1.00;
3B9PUZPHFHW5PZT5Q7OV88NG9W6JA5.png;0.0000,0.1370,0.2404,0.0480,0.0818,0.0385,0.1076,0.1308,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;4,3,1,0,0,0,0,0,0,0,0,;0.1189;4;2;182000;2.00;
3BGEFHL0JHEL8I3UU0A0G1OJRYOJBS.png;0.1898,0.0774,0.0000,0.0000,0.2685,0.2977,0.1738,0.2002,0.3082,0.1586,0.1951,0.2482,0.1701,0.2343,0.0398,0.0327,0.0000,0.1365,0.0000,0.0000,0.0315,0.2546,0.0000,0.1287,0.0000,0.0827,0.0301,0.3935,0.0000,0.0000,0.0000,0.1154,0.0813,0.0000,0.0000,0.0560,0.0000,0.0000,0.0000,0.0000,0.0000,0.1601,0.0000,0.0000,0.0289,0.0000,0.0000,0.0499,0.0000,0.0000,0.0039,;10,10,6,1,0,0,0,0,0,0,0,;0.1481;14;11;1001000;7.00;
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81.png;0.0000,0.3100,0.4986,0.4121,0.3934,0.3397,0.3127,0.3113,0.1810,0.0858,0.3552,0.5352,0.5455,0.2497,0.2637,0.4310,0.4405,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5650,0.0000,0.2735,0.0000,0.0000,0.0000,0.0000,0.0000,0.3352,0.0000,0.4295,0.0000,0.0575,0.0000,0.0000,0.0219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0348,;4,1,4,6,5,3,0,0,0,0,0,;0.3210;12;5;455000;3.00;
3BK5FW2G6MZ18ENS8D29GOXE9AHRCA.png;0.0000,0.1359,0.1641,0.1250,0.2805,0.0314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,3,1,0,0,0,0,0,0,0,0,;0.1474;2;2;182000;2.00;
3BRG9Q58M1LAH7AQ01RWX47CRWFYQ2.png;0.0000,0.0000,0.3585,0.1362,0.0000,0.0000,0.2321,0.0080,0.1383,0.1768,0.0188,0.2145,0.0777,0.1106,0.0916,0.0219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;4,4,2,1,0,0,0,0,0,0,0,;0.1321;6;3;273000;2.00;
3BZN229KV5TWHZF32GLR8LCC1TX6DS.png;0.0169,0.0029,0.2684,0.0000,0.0930,0.0771,0.0935,0.0879,0.0165,0.0000,0.0000,0.0000,0.0000,0.0000,0.0429,0.0000,0.0000,0.0210,0.0000,0.0000,0.0061,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0416,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0369,;10,0,1,0,0,0,0,0,0,0,0,;0.0619;5;5;455000;5.00;
3C2UN3Y7UJLGZT23JF159R7GHEFMFI.png;0.0000,0.2041,0.1620,0.3161,0.5769,0.1786,0.4078,0.2546,0.3127,0.3295,0.1867,0.5366,0.2521,0.3877,0.4125,0.2019,0.0926,0.0000,0.0000,0.0745,0.2897,0.2869,0.0000,0.0000,0.0000,0.0596,0.1634,0.0000,0.0000,0.0446,0.0000,0.3080,0.0010,0.3995,0.0000,0.0005,0.0000,0.0000,0.0032,0.0000,0.0000,0.0264,0.0000,0.0000,0.1256,0.0000,0.0000,0.0565,0.0000,0.0000,0.1804,;6,8,5,6,1,2,0,0,0,0,0,;0.2204;14;10;910000;4.67;
3CF7EZI55RWEYNZ9U956QWWUG93IL2.png;0.0433,0.0275,0.1620,0.3058,0.1965,0.0000,0.0000,0.1466,0.0446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0901,0.0000,0.1757,0.0000,0.0691,0.0000,0.0475,0.0000,0.0407,0.0000,0.1939,0.0000,0.0844,0.0000,0.0701,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0256,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;10,5,1,0,0,0,0,0,0,0,0,;0.1077;6;4;364000;3.00;
3CP9VRCFS74RV9VXRUIMMBYWTQDUEZ.png;0.0000,0.0174,0.1440,0.0000,0.2947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,1,1,0,0,0,0,0,0,0,0,;0.1520;1;1;91000;1.00;
3CTCX9NXB5M1LSUM0XPXZV8QE2WLJA.png;0.2781,0.0345,0.3009,0.1373,0.0000,0.0057,0.0024,0.3086,0.1471,0.0000,0.2511,0.0615,0.2470,0.3984,0.5447,0.3888,0.0377,0.3768,0.0000,0.2320,0.0040,0.0938,0.0000,0.0000,0.0000,0.2165,0.7022,0.1769,0.0000,0.1721,0.0000,0.2337,0.0000,0.1135,0.0000,0.0000,0.0000,0.0000,0.1196,0.0000,0.0000,0.0990,0.0000,0.0000,0.0218,0.0000,0.0000,0.0995,0.0000,0.0000,0.0258,;8,6,8,3,0,1,1,0,0,0,0,;0.1944;13;8;728000;4.33;
3CTCX9NXC67QIV0KKFDEFSMCFTJJLN.png;0.0000,0.0218,0.4230,0.4148,0.4513,0.5347,0.5347,0.3867,0.2549,0.0277,0.1500,0.1267,0.0000,0.0000,0.0000,0.0000,0.0000,0.4000,0.0000,0.0000,0.1240,0.0000,0.0000,0.0000,0.0000,0.0000,0.2084,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0213,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;3,4,1,2,3,2,0,0,0,0,0,;0.2720;7;6;546000;3.50;
3CVHT3IKUYKSX9WRAWTF52715RU0R4.png;0.0000,0.4251,0.0179,0.4706,0.1350,0.0000,0.2455,0.0355,0.2132,0.0678,0.1793,0.1002,0.0000,0.0000,0.0000,0.0000,0.0000,0.1625,0.0000,0.0395,0.0000,0.1500,0.0000,0.0838,0.0000,0.0000,0.0000,0.0000,0.0000,0.3155,0.0000,0.0512,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,4,2,1,2,0,0,0,0,0,0,;0.1683;6;5;455000;3.00;
3CYDGW98NMPSZAAQ0W8MOBJZSSBOM6.png;0.1635,0.0000,0.2897,0.4243,0.1800,0.0000,0.0000,0.2265,0.2951,0.1016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0.0000,0.0000,0.3350,0.0000,0.1995,0.0000,0.3840,0.0000,0.4206,0.0000,0.0715,0.0000,0.0000,0.0000,0.4547,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0511,0.0000,0.0000,0.0000,;4,3,3,2,3,0,0,0,0,0,0,;0.2280;7;3;273000;3.50;
3D00S7P7YG22I1NWJE5APKC40DIEZA.png;0.2541,0.0389,0.3110,0.2875,0.0000,0.0333,0.0788,0.0874,0.0411,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;5,0,2,1,0,0,0,0,0,0,0,;0.1264;3;2;182000;1.50;
3D3KZYB02J3NX4IAX3WJJNSJTAYV8O.png;0.0000,0.0206,0.3379,0.7514,0.5145,0.0061,0.0000,0.0000,0.0000,0.0000,0.0000,0.4739,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1676,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,1,0,1,1,1,0,1,0,0,0,;0.3246;4;3;273000;2.00;
3D3KZYB03KLUXQ4AWC4FKH86OYE8VD.png;0.0000,0.2274,0.0269,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,0,1,0,0,0,0,0,0,0,0,;0.0849;1;1;91000;1.00;
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU.png;0.0426,0.0059,0.0118,0.0102,0.0129,0.0118,0.0054,0.0118,0.0059,0.0118,0.0162,0.0073,0.0118,0.0059,0.0118,0.0121,0.0116,0.0352,0.0000,0.2940,0.0025,0.0872,0.0000,0.2067,0.0000,0.2053,0.0000,0.1233,0.0000,0.2334,0.0000,0.0607,0.0004,0.3470,0.0000,0.0091,0.0000,0.0000,0.0056,0.0000,0.0000,0.0078,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.0000,0.0133,;16,3,2,1,0,0,0,0,0,0,0,;0.0557;8;8;728000;8.00;
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU_1.png;0.2344,0.0218,0.0378,0.0113,0.0378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0253,0.0151,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1017,0.0000,0.0606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;8,0,1,0,0,0,0,0,0,0,0,;0.0607;2;1;91000;2.00;
