imageID;text densities;Histogram of windows with text densitites b/w 0:0.1:1;threshold;windows greater than threshold;largest connected window (no. of windows);largest connected window in pixels;The average size of connected regions;
3NE6EBGK47BU93BYGGU8IB2LO7NE35.png;0.1030,0.0097,0.0953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;2,0,0,0,0,0,0,0,0,0,0,;0.0693;2;1;91000;2.00;
3NJ4SYXGOJ3OVMOHUVEMN5U7Y2PBNN.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,0.0000,0.7080,0.0000,0.7943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;0,0,0,0,0,0,1,1,0,0,0,;0.5011;2;2;182000;2.00;
3NJ4SYXGOJ3OVMOHUVEMN5U7YYPBNF.png;0.0090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0145,0.0000,0.0173,0.0000,0.0145,0.0000,0.0083,0.0000,0.0149,0.0000,0.0173,0.0125,0.0086,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0844,0.0000,0.0000,0.0359,0.0000,0.0000,0.0000,;8,0,0,0,0,0,0,0,0,0,0,;0.0216;2;2;182000;2.00;
3NJ4SYXGOJNVJBRMT3TGCL1CL9UBNQ.png;0.0000,0.0745,0.5245,0.2017,0.1233,0.2837,0.5149,0.2489,0.0000,0.3364,0.0000,0.2132,0.1905,0.0447,0.0896,0.0000,0.0000,0.0000,0.0000,0.3300,0.0000,0.0000,0.0000,0.1764,0.0000,0.0074,0.0000,0.0464,0.0000,0.1044,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;5,4,3,2,0,2,0,0,0,0,0,;0.2065;7;6;546000;3.50;
3NVVDJT9G6OIY2RUWWJCMM9P5JCPXO.png;0.2104,0.2105,0.2485,0.1319,0.1342,0.1149,0.1088,0.0735,0.1820,0.2001,0.1295,0.2847,0.1823,0.1146,0.0680,0.1078,0.1051,0.0479,0.0000,0.0343,0.0000,0.0084,0.0000,0.0667,0.0000,0.0084,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0668,;10,8,4,0,0,0,0,0,0,0,0,;0.1222;10;10;910000;10.00;
3NXBKB5598TPF5MRSRS8QPZELKSL9C.png;0.0666,0.0584,0.0498,0.0000,0.0000,0.0000,0.0000,0.1372,0.0000,0.1463,0.2266,0.3096,0.0546,0.0000,0.1562,0.1141,0.0000,0.1043,0.0000,0.1985,0.0000,0.1293,0.0000,0.4605,0.0000,0.1918,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1464,0.0000,0.0000,0.0187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;6,8,2,0,1,0,0,0,0,0,0,;0.1511;6;3;273000;6.00;
3O5YJYPUSW7TWBM6KNWM44WLFH8KON.png;0.0783,0.1990,0.1142,0.1361,0.2242,0.2067,0.2406,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0372,0.0124,0.0307,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;4,4,2,0,0,0,0,0,0,0,0,;0.1279;5;5;455000;5.00;
3O73QR1UY8O4VXGQ4UMU1W2GKFC94M.png;0.3042,0.1870,0.0951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0593,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0181,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;3,1,1,0,0,0,0,0,0,0,0,;0.1327;2;2;182000;2.00;
3O73QR1UY8O4VXGQ4UMU1W2GKGC94O.png;0.2446,0.0939,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0516,0.0000,0.0000,0.0000,0.0459,0.0000,0.0149,0.0000,0.0000,0.0000,0.0608,0.0000,0.0000,0.0000,0.0351,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;6,0,1,0,0,0,0,0,0,0,0,;0.0781;2;2;182000;2.00;
3OBCKNXF1ZHFXL8XUNXW3AYWZX5J3K.png;0.1586,0.1791,0.0000,0.0000,0.0000,0.0000,0.0000,0.2240,0.5355,0.2435,0.2898,0.5065,0.4159,0.4368,0.1407,0.2930,0.2692,0.1120,0.0000,0.2335,0.0000,0.1897,0.0000,0.3177,0.0000,0.2715,0.0000,0.2883,0.0000,0.0000,0.0000,0.0000,0.0000,0.2038,0.0000,0.0000,0.0000,0.0000,0.1502,0.0000,0.0000,0.0104,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1764,;1,8,8,1,3,1,0,0,0,0,0,;0.2566;10;7;637000;5.00;
3OJGK8O6MRNHZCTYHMEFS503K2OL5K.png;0.0874,0.1657,0.1420,0.2194,0.0013,0.0171,0.0574,0.0164,0.0574,0.0000,0.0699,0.0038,0.0178,0.0574,0.0170,0.0574,0.0000,0.0448,0.0000,0.0000,0.0000,0.0418,0.0000,0.0030,0.0000,0.0000,0.0000,0.0448,0.0000,0.0000,0.0000,0.0448,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;14,2,1,0,0,0,0,0,0,0,0,;0.0583;5;4;364000;2.50;
3OQEO5BIM1SME8SFQJ108NKG2ZKU9F.png;0.1377,0.0520,0.0553,0.0400,0.1390,0.0867,0.0536,0.0487,0.0567,0.0155,0.0886,0.0876,0.0929,0.0399,0.0631,0.0459,0.0624,0.0688,0.0000,0.0361,0.0000,0.1192,0.0000,0.1206,0.0000,0.1675,0.0000,0.0102,0.0000,0.0988,0.0000,0.0640,0.0172,0.0445,0.0000,0.0159,0.0000,0.0000,0.0197,0.0000,0.0000,0.0000,0.0000,0.0000,0.0195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;25,5,0,0,0,0,0,0,0,0,0,;0.0656;11;4;364000;3.67;
3OQEO5BIM1SME8SFQJ108NKG2ZKU9F_1.png;0.0818,0.1632,0.1193,0.0205,0.0722,0.0205,0.0832,0.0199,0.1105,0.1190,0.0686,0.0741,0.0477,0.0417,0.0640,0.0634,0.0661,0.2577,0.0000,0.2675,0.0177,0.0741,0.0000,0.1303,0.0000,0.0644,0.0435,0.0586,0.0000,0.0758,0.0000,0.0288,0.0000,0.0785,0.0000,0.0313,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;22,5,2,0,0,0,0,0,0,0,0,;0.0815;9;3;273000;3.00;
3OQEO5BIM1SME8SFQJ108NKG2ZKU9F_2.png;0.1010,0.1368,0.0290,0.0501,0.0378,0.1327,0.0695,0.0858,0.0448,0.0608,0.0385,0.0386,0.0626,0.0656,0.1102,0.0798,0.0732,0.0634,0.0000,0.0670,0.0057,0.0310,0.0000,0.0767,0.0000,0.0648,0.0000,0.1098,0.0000,0.1382,0.0000,0.1560,0.0000,0.0904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0213,0.0000,0.0000,0.0203,0.0000,0.0000,0.0239,0.0000,0.0000,0.0000,;24,5,0,0,0,0,0,0,0,0,0,;0.0695;13;5;455000;3.25;
3OQEO5BIN29PS6BYUHRH0ABF87P9UL.png;0.0000,0.4167,0.3607,0.2256,0.2680,0.2554,0.2378,0.0013,0.0477,0.0000,0.0000,0.0665,0.0000,0.0041,0.0427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;3,0,4,1,1,0,0,0,0,0,0,;0.1613;6;6;546000;6.00;
3OR6S1RAC52TCC0V5OHKA3WQNHZAGY.png;0.0000,0.0000,0.3393,0.2488,0.3157,0.0000,0.2527,0.1528,0.1523,0.1772,0.1355,0.0631,0.1198,0.1392,0.1517,0.1371,0.0000,0.0366,0.0000,0.1487,0.0000,0.0434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;3,9,2,2,0,0,0,0,0,0,0,;0.1634;5;5;455000;5.00;
3P15LLOAR9NU663LLUNNP8EDOYG9ZV.png;0.1107,0.1032,0.0204,0.0695,0.0545,0.0627,0.0727,0.0948,0.0060,0.1234,0.0732,0.0015,0.1493,0.0142,0.0457,0.1216,0.0134,0.0000,0.0000,0.3818,0.0736,0.1484,0.0000,0.0000,0.0000,0.3594,0.0000,0.0000,0.0000,0.1374,0.0000,0.2711,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0356,0.0000,0.0000,0.0429,0.0000,0.0000,0.0000,;15,6,1,2,0,0,0,0,0,0,0,;0.1034;9;8;728000;4.50;
3P6UG6V268Y9VTMB4YR44MFGIGC4NX.png;0.2727,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0273,0.0000,0.0000,0.0000,0.0000,0.2011,0.0000,0.0000,0.0545,0.0000,0.0000,0.0000,0.0000,0.0000,0.3167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;2,1,2,1,0,0,0,0,0,0,0,;0.1867;4;1;91000;4.00;
3PBMWYW3D44FHQ3H0CBK078FM1J2XZ.png;0.1214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1840,0.2171,0.1528,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1202,0.0858,0.0633,0.0000,0.0750,0.0000,0.0000,0.1548,0.0000,0.0000,0.0000,0.0000,0.0000,0.1658,0.0000,0.0000,0.1596,0.0000,0.0000,0.1610,0.0000,0.0000,0.1681,0.0000,0.0000,0.1572,0.0000,0.0000,0.1779,0.0000,0.0000,0.1092,;4,11,1,0,0,0,0,0,0,0,0,;0.1421;10;6;546000;3.33;
3PBMWYW3D4VOVNNOVMGLZF23LEGX22.png;0.0000,0.3262,0.3508,0.3439,0.4549,0.2131,0.1556,0.1702,0.1569,0.1718,0.2288,0.2326,0.1129,0.1943,0.1114,0.2174,0.2055,0.0997,0.0000,0.1672,0.0000,0.2222,0.0000,0.0020,0.0000,0.0187,0.0000,0.2488,0.0000,0.1023,0.0000,0.1791,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1178,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;3,11,6,3,1,0,0,0,0,0,0,;0.1922;12;5;455000;6.00;
3PBTVBPQ8T2RUQ4LSR4U2IGAMAGLG7.png;0.1872,0.1452,0.2169,0.2489,0.0000,0.0000,0.0000,0.0675,0.6694,0.2611,0.0629,0.0428,0.3529,0.4823,0.5096,0.3881,0.0307,0.2913,0.0000,0.1026,0.0000,0.0000,0.0000,0.0000,0.0000,0.3259,0.0000,0.1194,0.0000,0.1692,0.0000,0.2509,0.0000,0.1091,0.0000,0.0000,0.0000,0.0000,0.1913,0.0000,0.0000,0.0473,0.0000,0.0000,0.0233,0.0000,0.0000,0.1061,0.0000,0.0000,0.0005,;9,5,5,3,2,0,1,0,0,0,0,;0.2078;11;6;546000;5.50;
3PBTVBPQ9UHWF8TU0BNM18QB456LGV.png;0.0000,0.1621,0.4123,0.3292,0.1899,0.2640,0.2098,0.0943,0.3460,0.2495,0.0882,0.2657,0.2796,0.2262,0.1771,0.0975,0.0000,0.5751,0.0000,0.2925,0.0000,0.0000,0.0000,0.1926,0.0000,0.5052,0.3477,0.5746,0.0000,0.3902,0.0000,0.0766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;5,5,6,4,2,2,0,0,0,0,0,;0.2549;12;4;364000;4.00;
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK.png;0.0050,0.0184,0.0305,0.0162,0.0362,0.0312,0.0306,0.0370,0.0295,0.0324,0.0376,0.0306,0.0343,0.0237,0.0402,0.0817,0.0183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;16,0,0,0,0,0,0,0,0,0,0,;0.0314;7;7;637000;7.00;
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK_1.png;0.1976,0.4133,0.1346,0.0797,0.0879,0.0867,0.0156,0.0761,0.0686,0.0112,0.0799,0.0686,0.1484,0.0759,0.0765,0.0112,0.0735,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;13,3,0,0,1,0,0,0,0,0,0,;0.1003;4;3;273000;2.00;
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK_2.png;0.3062,0.1079,0.0982,0.0793,0.0627,0.0448,0.0649,0.1034,0.1292,0.0761,0.0926,0.1348,0.1126,0.1255,0.1188,0.1243,0.0633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;10,6,1,0,0,0,0,0,0,0,0,;0.1085;7;6;546000;3.50;
3PHLPV04IQDPW55WV8WBZJA231AP7O.png;0.0000,0.2012,0.3019,0.1657,0.3140,0.3306,0.3820,0.1042,0.1256,0.3168,0.5510,0.4047,0.4035,0.4672,0.3489,0.0906,0.0000,0.2512,0.0000,0.0000,0.2404,0.1244,0.0000,0.0058,0.0000,0.1498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;2,5,3,7,1,1,0,0,0,0,0,;0.2640;10;10;910000;10.00;
3PLXPMD6WGC7AIQBYMRH2GBAFTWKBJ.png;0.1899,0.0232,0.0368,0.0358,0.1036,0.0000,0.0695,0.1319,0.0000,0.0448,0.0422,0.1197,0.0118,0.0608,0.0914,0.0000,0.0642,0.0173,0.0000,0.0109,0.0000,0.0271,0.0000,0.2015,0.0000,0.0018,0.0044,0.0147,0.0000,0.1869,0.0000,0.0015,0.0029,0.0153,0.0000,0.0298,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;18,5,0,0,0,0,0,0,0,0,0,;0.0585;10;8;728000;5.00;
3PN7FLVWM45PCCC3MA18W1ODE9IYSJ.png;0.0000,0.3330,0.2485,0.2291,0.1976,0.2724,0.1115,0.1270,0.3211,0.2317,0.4144,0.4288,0.2941,0.0000,0.2622,0.0000,0.0000,0.2836,0.0000,0.2065,0.0000,0.5101,0.0000,0.5598,0.0000,0.3551,0.1655,0.0000,0.0000,0.3590,0.0000,0.0000,0.2880,0.0000,0.0000,0.3208,0.0000,0.0000,0.1375,0.0000,0.0000,0.0000,0.0000,0.0000,0.1198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;0,7,8,5,2,2,0,0,0,0,0,;0.2824;12;6;546000;4.00;
3PN7FLVWM45XULC6NHQRXFJ9Z5WSYC.png;0.0949,0.0451,0.0635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;3,0,0,0,0,0,0,0,0,0,0,;0.0678;1;1;91000;1.00;
3Q4WZ5V3MNIH1FT2QKH2OURKHS1UGI.png;0.2497,0.0000,0.0000,0.0000,0.1024,0.1208,0.1607,0.0990,0.0942,0.1178,0.0501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4541,0.0000,0.7600,0.0927,0.2683,0.0000,0.0000,0.0000,0.2392,0.1077,0.0957,0.0000,0.3411,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,3,3,1,1,0,0,1,0,0,0,;0.2096;6;5;455000;3.00;
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM.png;0.0327,0.0467,0.0393,0.0505,0.0498,0.0454,0.0353,0.0380,0.0330,0.0431,0.0451,0.0360,0.0492,0.0507,0.0321,0.0336,0.0483,0.0334,0.0000,0.0664,0.0000,0.0675,0.0000,0.0348,0.0000,0.0787,0.0000,0.0859,0.0000,0.0450,0.0000,0.0406,0.0000,0.0591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;26,0,0,0,0,0,0,0,0,0,0,;0.0469;10;7;637000;3.33;
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_1.png;0.1258,0.0429,0.0767,0.0093,0.0789,0.0746,0.0104,0.0692,0.0549,0.0462,0.0371,0.0415,0.0768,0.0071,0.0803,0.0767,0.0104,0.1085,0.0000,0.0000,0.0000,0.0529,0.0000,0.0867,0.0000,0.0909,0.0000,0.0000,0.0000,0.2597,0.0000,0.1187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0174,0.0000,0.0000,0.0250,0.0000,0.0000,0.0000,;20,2,1,0,0,0,0,0,0,0,0,;0.0646;13;5;455000;4.33;
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_2.png;0.0876,0.0455,0.0617,0.0453,0.0589,0.0444,0.0445,0.0393,0.0469,0.0751,0.0294,0.0616,0.0420,0.0451,0.0602,0.0376,0.0669,0.0688,0.0000,0.0987,0.0005,0.0127,0.0000,0.0651,0.0000,0.0609,0.0145,0.0416,0.0000,0.1236,0.0000,0.0113,0.0000,0.0839,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000,0.0000,0.0005,;26,1,0,0,0,0,0,0,0,0,0,;0.0461;14;13;1183000;7.50;
3QKP95RWR0AXY9I3VQ7SL2A7LGY5XG.png;0.0021,0.0522,0.0000,0.0277,0.1110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0428,0.0000,0.0842,0.0000,0.2249,0.2273,0.0575,0.0000,0.2380,0.0000,0.0622,0.0073,0.0780,0.0000,0.0074,0.0000,0.0000,0.0534,0.0000,0.0000,0.2444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0477,0.0000,0.0000,0.0117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;10,1,4,0,0,0,0,0,0,0,0,;0.0878;5;3;273000;2.50;
3QLL1RLFYUJL8BWXI76KVR6VTA8G40.png;0.1151,0.2157,0.1955,0.2648,0.2116,0.1243,0.2395,0.3325,0.1294,0.1962,0.0000,0.0686,0.0000,0.0000,0.0149,0.0300,0.0196,0.0180,0.0000,0.0145,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0014,0.0000,0.0307,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;7,5,4,1,0,0,0,0,0,0,0,;0.1235;9;9;819000;9.00;
3QNALI7B4S6VALH9K67QLF1VCK3Z5B.png;0.0696,0.2149,0.2403,0.3624,0.1374,0.1018,0.0993,0.1384,0.0290,0.1753,0.1517,0.1293,0.1277,0.1310,0.0460,0.0792,0.0000,0.0000,0.0000,0.0525,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0611,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;8,7,2,1,0,0,0,0,0,0,0,;0.1304;8;8;728000;8.00;
3QNALI7B4SD1ONKL4C5DCUTXSZAZ55.png;0.0000,0.0000,0.2988,0.0000,0.0143,0.0000,0.0000,0.0196,0.1334,0.0000,0.0000,0.0000,0.1112,0.0000,0.0000,0.0000,0.0975,0.0661,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0672,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;6,2,1,0,0,0,0,0,0,0,0,;0.1014;4;1;91000;4.00;
3QPQKLUN2S87R374XHKKL49YI4M6SW.png;0.2567,0.1831,0.0536,0.1429,0.0918,0.1283,0.0668,0.0896,0.1177,0.0821,0.0906,0.0544,0.1205,0.1133,0.1086,0.0884,0.0586,0.1643,0.0000,0.0793,0.1110,0.1697,0.0000,0.0838,0.0000,0.1305,0.1270,0.2260,0.0000,0.1247,0.0000,0.0910,0.0681,0.1204,0.0000,0.1054,0.0000,0.0000,0.1418,0.0000,0.0000,0.0842,0.0000,0.0000,0.1474,0.0000,0.0000,0.1195,0.0000,0.0000,0.0062,;16,16,2,0,0,0,0,0,0,0,0,;0.1128;17;5;455000;4.25;
3QXBZN23LG7N3HYFNCCOI0H4ZPJXNQ.png;0.3478,0.3883,0.4811,0.7148,0.0000,0.2058,0.1793,0.0000,0.0902,0.2090,0.1396,0.3427,0.2537,0.3369,0.3586,0.0000,0.0000,0.0000,0.0000,0.0000,0.1407,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,6,1,5,1,0,0,1,0,0,0,;0.2924;7;4;364000;3.50;
3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0580,0.0000,0.0300,0.0000,0.5418,0.0000,0.0188,0.0000,0.1579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;3,1,0,0,0,1,0,0,0,0,0,;0.1613;1;1;91000;1.00;
3R35RPFD7J1GHLW8Y5PUB7E29XSP1C.png;0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3686,0.2509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1525,0.0000,0.1853,0.0000,0.0218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;1,2,1,1,0,0,0,0,0,0,0,;0.1958;2;2;182000;2.00;
3R35RPFD8KSAWMKG8PKUBRZ71RYP19.png;0.1487,0.1214,0.1474,0.2410,0.4975,0.0245,0.1668,0.1254,0.1125,0.1249,0.0839,0.1142,0.1100,0.1206,0.1143,0.1237,0.1184,0.0085,0.0000,0.0984,0.0656,0.0000,0.0000,0.1196,0.0000,0.0000,0.0000,0.0621,0.0000,0.0132,0.0000,0.0609,0.0000,0.0594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,;9,13,1,0,1,0,0,0,0,0,0,;0.1193;11;10;910000;5.50;
